System Initializing...
Keep airflow OFF and system STILL for calibration...
Raw,Delta,Flow,TempC,AccX,AccY,AccZ
1287669,0,0.00,31.5,339,397,370
1287716,0,0.00,31.4,339,398,370
1287735,0,0.00,31.4,340,398,370
1287747,0,0.00,31.3,340,397,370
1287780,0,0.00,31.4,339,397,370
1287760,0,0.00,31.4,339,398,370
1287780,0,0.00,31.3,339,397,370
1287608,0,0.00,31.5,340,397,370
1287193,0,0.00,31.2,340,397,370
1287234,0,0.00,31.0,339,398,369
1287607,0,0.00,31.8,339,398,370
1288087,0,0.00,31.3,340,397,370
1288210,0,0.00,31.2,339,398,370
1288265,0,0.00,31.3,339,398,370
1288381,0,0.00,31.6,340,397,370
1287584,0,0.00,31.4,339,398,370
1288255,0,0.00,31.5,340,397,370
1291299,0,0.00,31.5,339,397,370
1292218,0,0.00,31.6,339,398,370
1292678,0,0.00,31.5,340,398,370
1292308,0,0.00,31.5,340,397,370
1293337,0,0.00,31.6,340,397,371
1294835,0,0.00,31.6,339,397,369
1294624,0,0.00,31.6,339,397,370
1294240,0,0.00,31.5,339,398,370
1293876,0,0.00,31.6,339,397,370
1293585,0,0.00,31.6,340,397,370
1293294,0,0.00,31.6,339,398,370
1292994,0,0.00,31.6,340,397,370
1292766,0,0.00,31.7,339,397,370
1292568,0,0.00,31.6,340,397,370
1292412,0,0.00,31.5,339,397,370
1292266,0,0.00,31.5,340,397,370
1292097,0,0.00,31.6,340,397,370
1291963,0,0.00,31.6,339,397,370
1291857,0,0.00,31.6,339,398,370
1291763,0,0.00,31.6,340,397,370
1291671,0,0.00,31.6,339,397,371
1291589,0,0.00,31.5,339,397,370
1291504,0,0.00,31.6,339,398,369
1291422,0,0.00,31.5,339,397,371
1291345,0,0.00,31.4,340,398,370
1291261,0,0.00,31.5,340,397,370
1291046,0,0.00,31.8,340,398,370
1290446,0,0.00,31.2,339,398,370
1289702,0,0.00,31.3,340,397,370
1290250,0,0.00,31.8,340,397,370
1289667,0,0.00,31.6,339,398,370
1287358,0,0.00,31.6,339,397,370
1288046,0,0.00,31.6,340,397,370
1289503,0,0.00,31.6,340,398,370
1291546,0,0.00,31.6,339,397,370
1294192,0,0.00,31.6,339,398,370
1294839,0,0.00,31.7,340,398,370
1294779,0,0.00,31.8,339,397,370
1294390,0,0.00,31.7,339,397,370
1290382,0,0.00,31.3,339,397,370
1284366,0,0.00,32.6,339,398,370
1283709,0,0.00,31.8,339,398,371
1284429,0,0.00,31.8,339,397,370
1283309,0,0.00,31.8,339,398,370
1290663,0,0.00,31.8,340,398,371
1298510,0,0.00,31.8,340,397,370
1299591,0,0.00,31.7,340,397,370
1299185,0,0.00,31.7,340,398,371
1298609,0,0.00,31.7,339,397,370
1298034,0,0.00,31.6,339,398,370
1297457,0,0.00,31.6,340,397,370
1296945,0,0.00,31.7,339,397,370
1296455,0,0.00,31.7,340,398,370
1295965,0,0.00,31.5,340,397,371
1295563,0,0.00,31.6,339,397,370
1295207,0,0.00,31.6,339,397,370
1294867,0,0.00,31.5,339,398,369
1294625,0,0.00,31.5,339,398,369
1294350,0,0.00,31.5,340,397,371
1294013,0,0.00,31.5,340,398,370
1293772,0,0.00,31.5,339,397,370
1292290,0,0.00,31.4,339,398,371
1281386,0,0.00,31.5,340,397,370
1265783,0,0.00,31.4,339,397,370
1257280,0,0.00,31.2,340,398,370
1250655,0,0.00,31.3,339,397,370
1238199,0,0.00,31.3,340,398,370
1227497,0,0.00,31.2,340,397,370
1213691,0,0.00,31.3,340,398,370
1209662,0,0.00,31.2,339,398,370
1228637,0,0.00,31.3,340,397,371
1272563,0,0.00,31.2,339,397,370
1292436,0,0.00,31.1,340,397,370
1295275,0,0.00,31.1,340,398,369
1296018,0,0.00,31.1,339,397,370
1296115,0,0.00,30.9,340,397,370
1296079,0,0.00,31.1,339,398,370
1295994,0,0.00,31.1,339,398,370
1295760,0,0.00,31.0,339,398,370
1295440,0,0.00,31.0,340,397,370
1295041,0,0.00,31.0,339,398,370
1294692,0,0.00,31.0,340,398,370
1294372,0,0.00,30.9,339,397,369
1294048,0,0.00,30.9,339,398,370
1293764,0,0.00,31.0,340,397,370
1293458,0,0.00,30.9,339,397,370
1293162,0,0.00,31.0,339,397,370
1292911,0,0.00,31.0,339,398,370
1292623,0,0.00,30.9,339,397,370
1292386,0,0.00,30.9,339,398,370
1292168,0,0.00,30.9,339,398,370
1291915,0,0.00,30.9,339,398,370
1291698,0,0.00,30.9,339,398,370
1291500,0,0.00,30.8,339,398,369
1291058,0,0.00,31.0,339,397,369
1279232,0,0.00,30.8,339,397,370
1224902,0,0.00,30.9,339,397,371
1191947,0,0.00,31.0,339,397,370
1236803,0,0.00,31.2,340,397,370
1279577,0,0.00,31.1,339,398,370
1288662,0,0.00,31.1,339,398,370
1290307,0,0.00,31.2,339,397,370
1290883,0,0.00,31.2,339,397,371
1291033,0,0.00,31.2,339,397,370
1291007,0,0.00,31.2,339,398,370
1290860,0,0.00,31.2,339,397,370
1290699,0,0.00,31.3,339,398,370
1290542,0,0.00,31.2,339,397,370
1290366,0,0.00,31.2,340,397,370
1290218,0,0.00,31.2,339,397,370
1290019,0,0.00,31.2,339,397,369
1289678,0,0.00,31.2,339,396,369
1289481,0,0.00,31.3,340,398,370
1289301,0,0.00,31.3,339,397,369
1289043,0,0.00,31.1,339,398,370
1288877,0,0.00,31.4,339,397,371
1288774,0,0.00,33.7,340,397,370
1288856,0,0.00,31.3,339,395,374
1286570,0,0.00,29.6,344,400,363
1236188,0,0.00,32.0,338,398,370
1137124,49264,6.66,33.2,336,396,370
1112142,74246,8.17,30.6,342,395,370
1181958,4430,7.36,31.5,340,398,370
1256977,0,6.62,31.6,337,398,369
1272993,0,5.96,31.6,340,397,369
1277088,0,5.36,31.7,339,397,371
1279153,0,4.83,31.7,340,398,370
1280290,0,4.34,31.8,339,397,370
1280954,0,3.91,31.8,340,398,370
1281428,0,3.52,31.8,339,397,370
1281860,0,3.17,31.8,339,397,371
1282050,0,2.85,31.8,340,397,371
1282146,0,2.57,31.8,340,397,370
1282167,0,2.31,31.8,340,397,370
1282173,0,2.08,31.8,339,398,371
1282184,0,1.87,31.8,339,397,370
1282190,0,1.68,31.8,339,397,370
1282115,0,1.51,31.8,339,398,370
1282008,0,1.36,31.8,339,397,370
1281988,0,1.23,31.8,339,397,370
1281955,0,1.10,31.7,339,397,370
1281860,0,0.99,31.8,339,397,370
1281746,0,0.89,31.8,339,398,370
1281680,0,0.80,31.8,340,398,370
1281591,0,0.72,31.8,339,397,370
1281550,0,0.65,31.8,339,398,370
1281585,0,0.59,31.8,339,398,370
1281488,0,0.53,31.7,339,397,370
1281390,0,0.48,31.8,339,397,370
1281374,0,0.43,31.8,339,397,370
1281329,0,0.39,31.7,339,397,370
1281298,0,0.35,31.8,339,397,370
1281275,0,0.31,31.8,339,397,370
1281190,0,0.28,31.7,339,397,370
1281147,0,0.25,31.7,339,397,370
1281139,0,0.23,31.7,340,397,370
1281150,0,0.20,31.7,339,397,370
1281098,0,0.18,31.7,340,397,369
1281091,0,0.17,31.7,339,397,370
1281073,0,0.15,31.6,339,398,369
1281047,0,0.13,31.7,339,398,370
1281016,0,0.12,31.7,339,397,370
1280975,0,0.11,31.7,339,397,370
1281019,0,0.10,31.7,339,397,369
1281044,0,0.09,31.7,339,397,370
1281043,0,0.08,31.7,339,397,370
1281021,0,0.07,31.7,339,397,370
1281038,0,0.06,31.7,339,397,370
1281049,0,0.06,31.7,339,398,370
1281055,0,0.05,31.6,339,397,370
1281063,0,0.05,31.7,339,397,370
1281086,0,0.04,31.6,340,397,370
1281110,0,0.04,31.5,339,397,370
1281130,0,0.03,31.6,339,397,369
1281166,0,0.03,31.7,340,397,370
1281189,0,0.03,31.6,339,397,369
1281228,0,0.02,31.6,340,397,370
1281259,0,0.02,31.7,339,397,369
1281271,0,0.02,31.6,339,397,370
1281277,0,0.02,31.5,339,397,370
1281336,0,0.02,31.6,339,398,370
1281363,0,0.01,31.6,339,397,370
1281390,0,0.01,31.6,339,398,370
1281398,0,0.01,31.7,339,397,370
1281416,0,0.01,31.6,339,397,370
1281488,0,0.01,31.7,340,397,370
1281522,0,0.01,31.5,339,397,370
1281571,0,0.01,31.6,340,397,369
1281603,0,0.01,31.6,340,398,370
1281689,0,0.01,31.6,339,397,370
1281736,0,0.01,31.6,340,399,371
1281799,0,0.01,31.6,340,398,371
1281814,0,0.00,31.7,339,398,371
1281820,0,0.00,31.5,340,398,371
1281928,0,0.00,31.5,340,398,370
1281946,0,0.00,31.5,340,398,370
1281974,0,0.00,31.6,340,398,371
1282064,0,0.00,31.5,340,398,370
1282112,0,0.00,31.6,340,398,370
1282177,0,0.00,31.6,340,398,371
1282263,0,0.00,31.5,340,398,370
1282288,0,0.00,31.6,340,398,371
1282298,0,0.00,31.5,340,398,370
1282394,0,0.00,31.6,340,398,371
1282456,0,0.00,31.5,340,398,370
1282514,0,0.00,31.5,340,398,371
1282555,0,0.00,31.5,339,398,370
1282614,0,0.00,31.5,341,399,371
1282678,0,0.00,31.5,341,399,371
1282752,0,0.00,31.5,341,398,371
1282789,0,0.00,31.6,341,399,372
1282839,0,0.00,31.5,341,399,370
1282908,0,0.00,31.5,341,399,371
1282981,0,0.00,31.4,341,399,372
1283076,0,0.00,31.5,341,399,371
1283135,0,0.00,31.6,340,399,371
1283182,0,0.00,31.5,340,399,372
1283234,0,0.00,31.6,341,399,372
1283320,0,0.00,31.5,340,398,371
1283397,0,0.00,31.5,341,398,371
1283431,0,0.00,31.5,340,398,370
1283464,0,0.00,31.4,340,399,371
1283512,0,0.00,31.4,340,398,371
1283636,0,0.00,31.5,340,398,371
1283744,0,0.00,31.4,340,398,371
1283817,0,0.00,31.5,340,398,371
1283878,0,0.00,31.5,340,398,371
1283941,0,0.00,31.5,340,398,371
1284020,0,0.00,31.5,340,398,370
1284035,0,0.00,31.4,340,398,370
1284088,0,0.00,31.3,340,399,370
1284186,0,0.00,31.4,340,398,370
1284261,0,0.00,31.5,339,398,371
1284308,0,0.00,31.4,340,398,371
1284404,0,0.00,31.4,340,397,371
1284426,0,0.00,31.4,340,398,370
1284498,0,0.00,31.4,340,398,371
1284615,0,0.00,31.4,339,398,370
1284693,0,0.00,31.4,340,398,370
1284737,0,0.00,31.5,340,398,370
1284808,0,0.00,31.4,340,398,370
1284887,0,0.00,31.4,340,398,371
1284893,0,0.00,31.6,340,398,370
1284970,0,0.00,31.4,340,399,371
1285067,0,0.00,31.4,341,400,372
1285153,0,0.00,31.4,341,399,371
1285255,0,0.00,31.5,341,399,371
1285274,0,0.00,31.4,340,399,371
1285282,0,0.00,31.4,341,398,371
1285385,0,0.00,31.4,340,399,371
1285478,0,0.00,31.4,341,399,371
1285524,0,0.00,31.4,340,399,371
1285598,0,0.00,31.4,340,398,371
1285694,0,0.00,31.4,340,399,371
1285789,0,0.00,31.4,340,398,371
1285823,0,0.00,31.3,340,399,371
1285825,0,0.00,31.3,340,398,371
1285889,0,0.00,31.5,340,398,371
1285994,0,0.00,31.3,340,398,371
1286028,0,0.00,31.3,340,399,371
1286089,0,0.00,31.3,340,398,371
1286175,0,0.00,31.4,340,399,372
1286320,0,0.00,29.8,340,398,371
1286449,0,0.00,32.2,340,398,371
1286221,0,0.00,33.0,340,398,372
1268376,0,0.00,30.5,340,399,371
1190914,0,0.00,29.8,340,399,371
1135721,50667,6.75,33.2,340,398,371
1156124,30264,6.08,31.9,340,398,371
1232849,0,5.47,31.8,340,398,372
1275016,0,4.92,31.8,340,398,371
1282447,0,4.43,32.0,340,398,371
1284932,0,3.99,31.9,340,398,371
1286196,0,3.59,31.9,340,399,371
1286855,0,3.23,31.9,340,398,371
1287216,0,2.91,32.0,340,398,371
1287462,0,2.62,32.0,340,398,370
1287589,0,2.35,32.0,340,398,371
1287571,0,2.12,32.0,340,398,371
1287538,0,1.91,32.0,340,399,371
1287530,0,1.72,32.0,340,398,371
1287487,0,1.54,32.0,340,399,371
1287443,0,1.39,31.9,340,398,371
1287374,0,1.25,32.0,340,398,371
1287349,0,1.13,31.9,340,399,371
1287298,0,1.01,32.0,340,398,371
1287212,0,0.91,32.0,340,398,371
1287160,0,0.82,32.0,340,398,371
1287106,0,0.74,32.0,340,398,371
1287058,0,0.66,32.1,340,398,371
1286973,0,0.60,31.9,340,398,371
1286976,0,0.54,32.0,340,398,371
1286903,0,0.48,32.0,340,398,371
1286805,0,0.44,32.0,340,398,371
1286814,0,0.39,31.9,340,398,371
1286717,0,0.35,31.9,339,397,373
1286567,0,0.32,34.6,343,399,370
1286607,0,0.29,32.0,338,398,371
1286919,0,0.26,30.3,342,397,370
1286817,0,0.23,32.9,343,398,371
1286847,0,0.21,33.0,341,398,370
1286882,0,0.19,31.1,340,404,376
1273729,0,0.17,30.4,343,405,374
1196642,0,0.15,33.7,340,397,370
1125300,61088,7.41,32.6,341,397,366
1125549,60839,6.67,30.7,343,399,370
1193427,0,6.01,32.2,341,399,370
1261643,0,5.41,32.3,356,431,371
1278173,0,4.86,32.3,342,399,372
1282017,0,4.38,32.4,340,398,371
1284039,0,3.94,32.4,340,398,371
1285124,0,3.55,32.5,340,398,371
1285693,0,3.19,32.5,340,398,371
1286042,0,2.87,32.5,341,398,372
1286295,0,2.59,32.6,340,398,371
1286376,0,2.33,32.5,340,398,371
1286366,0,2.09,32.5,340,398,371
1286364,0,1.88,32.5,340,398,371
1286380,0,1.70,32.5,340,398,371
1286323,0,1.53,32.5,340,398,371
1286252,0,1.37,32.5,340,398,371
1286188,0,1.24,32.5,341,398,371
1286111,0,1.11,32.6,341,398,371
1285995,0,1.00,32.5,340,398,372
1285943,0,0.90,32.5,341,398,371
1285884,0,0.81,32.5,341,398,371
1285818,0,0.73,32.5,341,398,372
1285751,0,0.66,32.5,341,399,372
1285674,0,0.59,32.5,342,398,372
1285609,0,0.53,32.5,341,399,372
1285589,0,0.48,32.5,341,398,372
1285528,0,0.43,32.5,341,398,371
1285469,0,0.39,32.4,341,398,371
1285415,0,0.35,32.4,341,399,371
1285354,0,0.31,32.4,340,398,371
1285332,0,0.28,32.5,341,398,371
1285280,0,0.25,32.4,341,398,372
1285194,0,0.23,32.5,340,398,371
1285174,0,0.21,32.4,341,398,372
1285167,0,0.19,32.4,341,398,371
1285153,0,0.17,32.4,341,398,371
1285110,0,0.15,32.4,341,398,372
1285092,0,0.14,32.4,341,398,371
1285054,0,0.12,32.5,341,398,372
1285049,0,0.11,32.4,341,399,372
1285070,0,0.10,32.4,341,398,371
1285085,0,0.09,32.3,341,399,371
1285067,0,0.08,32.3,341,398,372
1285018,0,0.07,32.4,341,398,371
1285028,0,0.06,32.3,341,398,372
1285045,0,0.06,32.3,341,399,371
1285082,0,0.05,32.4,341,398,372
1285101,0,0.05,32.4,341,398,371
1285108,0,0.04,32.3,341,398,372
1285066,0,0.04,32.3,341,399,372
1285085,0,0.03,32.4,340,398,372
1285154,0,0.03,32.3,341,399,371
1285185,0,0.03,32.3,341,399,371
1285214,0,0.03,32.3,341,398,372
1285198,0,0.02,32.2,341,399,371
1285242,0,0.02,32.3,341,398,371
1285256,0,0.02,32.4,341,399,371
1285300,0,0.02,32.3,341,398,371
1285335,0,0.01,32.3,341,398,371
1285343,0,0.01,32.2,340,399,371
1285400,0,0.01,32.2,341,398,372
1285468,0,0.01,32.3,341,398,371
1285482,0,0.01,32.2,341,398,371
1285472,0,0.01,32.2,341,398,371
1285527,0,0.01,32.3,341,398,371
1285596,0,0.01,32.2,341,399,371
1285643,0,0.01,32.2,340,398,371
1285696,0,0.01,32.2,341,398,371
1285719,0,0.01,32.2,341,398,371
1285751,0,0.00,32.3,340,398,371
1285788,0,0.00,32.1,341,398,371
1285860,0,0.00,32.2,341,398,372
1285901,0,0.00,32.2,340,398,371
1285938,0,0.00,32.2,341,398,371
1285999,0,0.00,32.1,341,398,371
1286060,0,0.00,32.2,340,398,372
1286131,0,0.00,32.1,341,398,371
1286160,0,0.00,32.2,341,398,371
1286191,0,0.00,32.1,341,398,371
1286249,0,0.00,32.2,341,398,371
1286285,0,0.00,32.1,341,398,371
1286343,0,0.00,32.2,341,398,371
1286413,0,0.00,32.1,341,398,371
1286480,0,0.00,32.1,341,398,371
1286533,0,0.00,32.1,341,398,371
1286594,0,0.00,32.1,341,398,371
1286603,0,0.00,32.1,340,398,371
1286659,0,0.00,32.1,341,398,371
1286717,0,0.00,32.1,341,398,371
1286790,0,0.00,32.1,340,398,371
1286892,0,0.00,32.1,340,398,371
1286947,0,0.00,32.1,341,398,371
1287007,0,0.00,32.2,340,398,371
1287062,0,0.00,32.1,341,398,371
1287085,0,0.00,32.1,341,397,371
1287107,0,0.00,32.0,341,398,371
1287191,0,0.00,32.2,340,398,371
1287240,0,0.00,32.0,341,397,370
1287200,0,0.00,32.1,340,399,371
1287217,0,0.00,-16.9,106,65,95
1287460,0,0.00,31.9,328,387,362
1287598,0,0.00,29.3,450,403,370
1286157,0,0.00,33.2,472,396,374
1274249,0,0.00,33.2,478,399,366
1202923,0,0.00,31.5,339,397,372
1130229,56159,7.11,31.1,339,395,368
1135785,50603,6.40,32.5,341,398,371
1212302,0,5.76,32.5,342,398,371
1270564,0,5.18,32.5,341,398,370
1281435,0,4.66,32.5,342,397,371
1284702,0,4.20,32.5,341,398,371
1286382,0,3.78,32.6,341,397,371
1287250,0,3.40,32.5,342,397,371
1287781,0,3.06,32.7,341,398,371
1288032,0,2.75,32.5,342,397,371
1288192,0,2.48,32.6,341,398,371
1288279,0,2.23,32.6,341,398,371
1288278,0,2.01,32.6,341,397,371
1288243,0,1.81,32.6,341,398,371
1288217,0,1.63,32.6,342,398,371
1288173,0,1.46,32.6,341,398,371
1288071,0,1.32,32.6,341,398,371
1288002,0,1.19,32.7,341,398,371
1287977,0,1.07,32.6,342,399,372
1287972,0,0.96,32.7,343,399,373
1287912,0,0.86,32.6,343,399,372
1287807,0,0.78,32.6,342,399,372
1287727,0,0.70,32.6,342,399,373
1287687,0,0.63,32.6,343,400,373
1287671,0,0.57,32.6,343,399,373
1287636,0,0.51,32.7,343,400,373
1287579,0,0.46,32.7,345,401,375
1287532,0,0.41,32.6,345,402,375
1287517,0,0.37,32.5,343,399,373
1287548,0,0.33,32.5,344,400,374
1287520,0,0.30,32.5,344,401,374
1287434,0,0.27,32.6,343,399,373
1287429,0,0.24,32.5,342,398,372
1287421,0,0.22,32.6,344,400,373
1287336,0,0.20,32.6,343,399,372
1287383,0,0.18,32.5,341,397,371
1287376,0,0.16,32.5,341,397,371
1287347,0,0.14,32.6,342,397,371
1287379,0,0.13,32.5,341,397,370
1287391,0,0.12,32.5,341,397,370
1287371,0,0.11,32.5,342,398,371
1287364,0,0.09,32.4,342,398,371
1287353,0,0.09,32.5,341,397,371
1287384,0,0.08,32.5,341,397,370
1287416,0,0.07,32.5,341,397,370
1287397,0,0.06,32.5,341,397,371
1287404,0,0.06,32.4,341,397,370
1287445,0,0.05,32.5,341,397,370
1287490,0,0.05,32.5,341,398,371
1287477,0,0.04,32.4,342,397,371
1287479,0,0.04,32.4,341,397,371
1287513,0,0.03,32.5,342,397,371
1287578,0,0.03,32.5,340,397,370
1287613,0,0.03,32.4,341,397,370
1287624,0,0.02,32.4,341,396,370
1287631,0,0.02,32.4,340,397,370
1287682,0,0.02,32.4,340,396,369
1287749,0,0.02,32.4,340,396,369
1287780,0,0.02,32.3,340,396,369
1287812,0,0.01,32.5,344,400,373
